length,example,source_test_indices,true_text,predicted_text,correct,minimum_softmax_score
5,189,7620 9972 1129 7478 6755,34158,34158,1,0.63616544008255
5,190,754 2468 6216 817 7517,16561,16561,1,0.9939996004104614
5,191,8500 1956 2079 2940 7744,44627,44627,1,0.9862538576126099
5,192,9144 2750 4346 8054 2054,96649,96649,1,0.9947243332862854
5,193,4109 1595 6585 2872 9592,37444,37444,1,0.9886033535003662
5,194,9335 9933 2487 9738 8698,12547,12547,1,0.981191098690033
5,195,951 9087 1218 1795 9022,57023,57023,1,0.9260240197181702
5,196,7547 7737 7711 1944 3778,60705,60705,1,0.9290103912353516
5,197,1186 7656 4514 5542 8326,73436,73436,1,0.9630410075187683
5,198,1585 9282 1303 7337 2699,21202,21202,1,0.9492737650871277
5,199,7035 2781 8216 6572 4238,89817,89873,0,0.3446268141269684
5,200,8960 1973 1651 2303 5880,48831,48831,1,0.9946171641349792
5,201,6814 2595 4823 5441 593,67969,67969,1,0.8604142665863037
5,202,1254 5101 7579 1293 5817,14964,14964,1,0.9969974756240845
5,203,6660 1032 5235 6297 5128,45681,45681,1,0.9482164978981018
5,204,4700 9159 6665 1683 1466,95335,95335,1,0.9690019488334656
5,205,2691 7243 1049 5099 7380,89229,89229,1,0.9973951578140259
5,206,7827 9027 3204 5177 2044,93872,93872,1,0.9976654052734375
5,207,9433 8262 1200 3635 7188,82886,82886,1,0.917299747467041
5,208,1919 1211 4259 3670 870,71936,71936,1,0.9627010226249695
5,209,9233 1540 5353 4750 6324,17085,17085,1,0.9989927411079407
5,210,3539 3540 3695 3749 7207,60063,60063,1,0.7332219481468201
5,211,8581 2839 2160 400 9487,35622,35622,1,0.9912591576576233
5,212,5828 7327 2037 4132 2529,02561,02561,1,0.9966536164283752
5,213,9370 6054 7683 485 7177,37204,37204,1,0.8953158259391785
5,214,8549 2674 2219 1697 2187,11897,11897,1,0.9958535432815552
5,215,2467 5224 2964 8489 5221,83936,83936,1,0.9733477830886841
5,216,3957 8645 6562 541 6875,55243,55243,1,0.9995297193527222
5,217,8781 5832 9449 3298 2508,94846,94846,1,0.9938614368438721
5,218,5203 6227 4898 1814 9638,15679,15679,1,0.7890006303787231
5,219,4691 146 8941 2058 3431,18424,18424,1,0.9909866452217102
5,220,9249 1657 7580 8292 6935,11928,11928,1,0.9915693402290344
5,221,670 7703 2293 2501 5199,40936,40036,0,0.7313097715377808
5,222,53 3343 6484 2107 5163,58188,58188,1,0.8097660541534424
5,223,1287 5734 9854 2159 3782,83858,83858,1,0.5051915645599365
5,224,1874 4714 8408 7427 8419,53863,53563,0,0.5259532928466797
5,225,7304 1616 2698 9982 1843,56550,56550,1,0.4648328423500061
5,226,2607 7455 8456 9241 6040,78810,88810,0,0.6279589533805847
5,227,3517 8017 7057 846 9431,49573,49593,0,0.6840051412582397
5,228,3074 2952 515 3108 3514,33332,33332,1,0.9011091589927673
5,229,4776 8341 807 5365 5061,06378,06378,1,0.9990411400794983
5,230,4626 4472 6728 7018 1141,85557,85557,1,0.995402455329895
5,231,3892 8701 5698 4543 1766,83481,83481,1,0.9976660013198853
5,232,9059 7156 9806 9813 3439,32740,32740,1,0.993700385093689
5,233,35 8793 1267 3492 2136,22881,22881,1,0.9909818768501282
5,234,9444 5206 9286 7281 7142,15825,15825,1,0.9975333213806152
5,235,215 9245 1115 2864 6129,09520,09520,1,0.9949334263801575
5,236,2871 9814 6235 4592 8715,35991,35991,1,0.9904698133468628
5,237,6508 1659 3700 1431 5055,91424,91424,1,0.9952349066734314
5,238,1587 2533 7996 4639 8052,63587,63597,0,0.6583660840988159
5,239,4648 3807 8195 7904 2488,98062,98064,0,0.8493654727935791
5,240,1969 5002 312 4778 2051,69011,69011,1,0.9358708262443542
5,241,2737 1045 4325 6454 8789,69906,69906,1,0.9354697465896606
5,242,1060 7779 4791 1296 8362,45463,45463,1,0.9919524788856506
5,243,8443 208 1517 6486 5942,12050,12050,1,0.998626708984375
5,244,6784 7867 7092 8596 9943,99493,99493,1,0.9948199391365051
5,245,291 7430 8356 4498 959,25774,25774,1,0.9261325597763062
5,246,4812 6664 543 9852 5063,23874,23874,1,0.8308722376823425
5,247,3169 5379 2285 7489 1726,48790,48790,1,0.9934555888175964
5,248,6124 2521 4899 4667 2855,97285,97285,1,0.9949777722358704
5,249,695 568 4282 1873 4409,16091,16091,1,0.9977102279663086
